"Project","Text","SDG","Target"
"P099270","committee unit civil service structures motc attract retain qualified staff experience manage projects complex fiduciary processes","SDG 1","SDG 1.4"
"P099270","committee represents employer pmc contract contracts services financed project","SDG 1","SDG 1.4"
"P099270","committee hired local consultants prepare detailed design documents subsequently completed february incorporating results public consultations","SDG 17","SDG 17.17"
"P099270","committee pmc slow project select investments strict priority basis implementation raise concerns results economic analysis sector priorities","SDG 17","SDG 17.5"
"P099270","committee responsible evaluations proposals pmc prepare tors bidding documentation reports activity award contracts communication information public crucial information transparent information related procurement processes","SDG 16","SDG 16.1"
"P099270","committee organize training workshops central regional local authorities engaged land acquisition resettlement ensure national laws international standards adhered preparing implementing resettlement action plans","SDG 11","SDG 11.a"
"P099270","committee pmc local committee offices oblasts required improve communications network expanded website","SDG 17","SDG 17.8"
"P099270","completion report almatybishkek road financed jointly adb ebrd incidence hivaids increased route data ascertain extent increase due road improvement","SDG 3","SDG 3.6"
"P099270","component includes provision equipment rms details annex iv preparation plans improving road safety road services project road sections","SDG 3","SDG 3.6"
"P099270","component comprises consulting services study review options strengthening committee roads improving condition road network ii training program enhance capacity committee staff project management emphasis fiduciary safeguards aspects","SDG 3","SDG 3.6"
"P099270","component finance preparation road services action plan facilitate private sector investments provision services transporters corridor","SDG 17","SDG 17.17"
"P099270","component finance assessment services provided corridor consulting stakeholders prepare action plan development services technical assistance foster favorable conditions private sector investments","SDG 17","SDG 17.17"
"P099270","conclusions field visits bypasses component minimal potential adverse environmental impacts human populations environmentally including wetlands forests grasslands natural habitats","SDG 11","SDG 11.6"
"P099270","condition existing roads western kazakhstan worst country","SDG 3","SDG 3.6"
"P099270","construction road sections south kazakhstan oblast kyzlorda bypass follow","SDG 17","SDG 17.6"
"P099270","consultant helped customize luka budget system meet bank project accounting reporting requirements","SDG 16","SDG 16.10"
"P099270","consultant helped customize luka budget system meet bank project accounting reporting requirements","SDG 16","SDG 16.10"
"P099270","consultant services assist committee management activities ifi projects including supervision safeguards fiduciary aspects joint effort ifis government ensure efficient transparent implementation wewc corridor program","SDG 7","SDG 7.3"
"P099270","consultant services estimated million equivalent million bank financed assist committee management activities ifi projects including supervision safeguards fiduciary aspects joint effort ifis government ensure efficient transparent implementation corridor development program","SDG 7","SDG 7.3"
"P099270","consultants hired committee advertised start consultations assembled materials disclosed form information brochure prior consultation","SDG 16","SDG 16.10"
"P099270","contingency amount utilized additional costs civil road sections final designs alternative alignment required temirlanovka town","SDG 3","SDG 3.6"
"P099270","contracts civil proposed wewc corridor development program designed provide opportunities local international contractors participate ranging supply construction materials equipment contracts road construction concessions road maintenance","SDG 10","SDG 10.3"
"P099270","corridor development program improve existing road construct bypasses alignments corridor suitable international traffic","SDG 3","SDG 3.6"
"P099270","corridor traverses south kazakh heartland including steppes irrigated diversions syr darya river passes ancient settlement turkestan cosmodrome baikonur","SDG 17","SDG 17.6"
"P099270","cost estimates million million km category road sections lanes closer recent bid prices","SDG 3","SDG 3.6"
"P099270","country procurement assessment reviews dated june january reported fraud corruption regarded real impediments activities private sector kazakhstan","SDG 17","SDG 17.17"
"P099270","cps based banks recognition adapt business model kazakhstans development agenda details banks program agreed","SDG 13","SDG 13.1"
"P099270","cps emphasis promoting competitiveness strengthening governments capacity identify reduce barriers businesses private investors investing human capital basic infrastructure","SDG 17","SDG 17.17"
"P099270","cps designed ensure strong bank support governments program government bank adjust program changing government priorities country circumstances maximize banks contribution kazakhstans development","SDG 16","SDG 16.8"
"P099270","cultural heritage authorities oblasts consulted environmental consultant hired committee obtain information avoid disturbance pcr sites sections alignments bypasses planned","SDG 11","SDG 11.4"
"P099270","description project road sections based logical geographical divisions road alignment supplemented climatic topographical biological information","SDG 13","SDG 13.2"
"P099270","earf rpf consistent world bank policies disclosed prior appraisal banks infoshop june june june motc kazakhstan","SDG 17","SDG 17.13"
"P099270","earf developed consultants supervised adb covers length corridor alignment","SDG 16","SDG 16.8"
"P099270","ebrd gok financing regional status boundaries colors denominations ibrd information shown national capital march gok financing map imply adb idb gok financing miles afghanistan afg hanistan world bank judgment legal status territory oblast boundaries endorsement acceptance rehabilitated sections international boundaries boundaries","SDG 16","SDG 16.9"
"P099270","economic analysis undertaken project road sections covering km shymkent border aktobekyzylorda oblasts","SDG 3","SDG 3.6"
"P099270","environment alignment turkestan kyzylordaaktobe oblast border arid steppe semidesert landscapes river crossings wetlands partly natural partly irrigated lands forests sensitive natural habitats protected directly impacted road construction","SDG 15","SDG 15.2"
"P101103","public consultation series interviews conducted knowledgeable individuals collect data project activities explore views positive negative impacts","SDG 17","SDG 17.17"
"P101103","public consultation disclosure esia","SDG 17","SDG 17.17"
"P101103","public service obligations","SDG 17","SDG 17.17"
"P101103","public spending rise due increases food fuel subsidies increased percent percent gdp","SDG 12","SDG 12.c"
"P101103","public spending rise due increases food fuel subsidies increased percent percent gdp","SDG 12","SDG 12.c"
"P101103","qena october boundaries colors denominations information ibrd shown map imply judgment legal status territory endorsement acceptance boundaries","SDG 16","SDG 16.9"
"P101103","rail accidents fatalities based rail accidents data cairo alexandria route provided enr fatalities occur rail accident","SDG 3","SDG 3.6"
"P101103","rail freight operating cost based average unit freight operating cost period road freight operating cost based standard conversion factor applied costs consideration shadow cost fwel consumers benefit average subsidy cents liter diesel egypt","SDG 3","SDG 3.6"
"P101103","rail infrastructure owned rail services provided egyptian national railways enr public entity created reporting ministry transport mot","SDG 17","SDG 17.17"
"P101103","rail passenger operating cost based average unit passenger operating cost period road passenger operating cost based hdmq standard conversion factor applied costs consideration shadow cost fuel","SDG 3","SDG 3.6"
"P101103","railways operated egyptian national railways enr public entity ministry transport created","SDG 17","SDG 17.17"
"P101103","establishment benchmarks consistent indicators management strengthen managements attention performance","SDG 17","SDG 17.19"
"P101103","readiness fm enr effectiveness unit terms staff accounting reporting system","SDG 16","SDG 16.10"
"P101103","recognizing critical importance safe railway operations mot recently launched measures create culture safety introduce safety regulation oversight improve performance acceptable safety levels","SDG 6","SDG 6.3"
"P101103","reduced accident risk diverted traffic road increased line capacity dosomething scenario enables diverting road traffic railway","SDG 3","SDG 3.6"
"P101103","report project appraisal document proposed amount arab republic egypt railways restructufung project february sustainable development department middle east north africa document restricted distribution recipients performance official duties","SDG 17","SDG 17.6"
"P101103","restructuring longstanding policies takes time projects major reform agendas expect encounter roadblocks require continuous followup support donors government agencies involved","SDG 17","SDG 17.13"
"P101103","revenue optimization achieved main initiatives development freight services","SDG 16","SDG 16.8"
"P101103","revenues freight services reach egp million fy additional traffic increased tariffs establishment development er jet","SDG 9","SDG 9.b"
"P101103","risk assessment issues hinder efficient procurement world bank procurement guidelines identified","SDG 7","SDG 7.3"
"P101103","risks risk mitigation measures risk rating mitigation resistance reforms","SDG 13","SDG 13.a"
"P101103","safeguard policies safeguard policies triggered project environmental assessment opbp","SDG 17","SDG 17.13"
"P101103","enr predominantly passenger railway passenger traffic accounts percent enrs physical activity","SDG 10","SDG 10.6"
"P101103","selected cities towns governorate capitals sohag national capital rivers sohag main roads railways governorate boundaries qena map produced map design unit","SDG 11","SDG 11.6"
"P101103","service safety improvements reflected project development objectives encouragement longerterm government commitment","SDG 16","SDG 16.8"
"P101103","signaling system","SDG 16","SDG 16.10"
"P101103","similarly construction activities welding asphalting excavation foundations cable trenches expected generate air pollutants","SDG 14","SDG 14.1"
"P101103","simple adjustments itcm beams efficient management tools domestic traffic importexport containers ports main cities low due complete lack intermodal rail connections inland container terminals efficiency improvement enr operations maintenance vi divestment noncore activities vii longterm infrastructure expansion plan phase","SDG 11","SDG 11.6"
"P101103","required egyptian law audits conducted egyptian central auditing organization","SDG 14","SDG 14.c"
"P101103","situation railway sector railways sector plays significant role egyptian economy essential mode transport lowincome people","SDG 10","SDG 10.7"
"P101103","source cairo transport masterplan stu jica source international fuel prices gtz source cairo transport masterplan stu jica data prices source rail passenger operating cost","SDG 16","SDG 16.10"
"P101103","staff affected regional reorganization received extensive information series meetings unions headquarters regions","SDG 16","SDG 16.10"
"P101103","stakeholder consultations carried esia preparation interviews data collection public scoping train users users level crossings residents adjacent construction sites public consultation meetings cairo advertised major daily newspaper attended","SDG 17","SDG 17.17"
"P101103","stakeholder consultations carried esia preparation interviews data collection public scoping train users users level crossings residents adjacent construction sites totaling individuals representing public consultation meetings minya cairo advertised major daily newspaper attended total participants","SDG 17","SDG 17.17"
"P101103","studies include market research development freight business demand usage analysis key passenger lines analysis means increase revenues enr property","SDG 9","SDG 9.5"
"P101103","studies include research freight business development customer surveys passenger including passenger classes freight usage analysis passenger lines analysis means increase revenues enr property","SDG 9","SDG 9.5"
"P101103","subsidiaries involved management support activities specific development activities","SDG 7","SDG 7.b"
"P101103","supervision investments rules fidic estimated million financed enrs budget undertaken engineering firm strong expertise modern automatic signaling systems competitively selected based terms conditions satisfactory bank","SDG 17","SDG 17.5"
"P101103","supervision investments estimated million financed enr","SDG 17","SDG 17.5"
"P101103","support modernize managerial operational practices million conjunction subcomponent enr develop intensive management training program","SDG 12","SDG 12.6"
"P101103","support modernize managerial practices million conjunction subcomponent subcomponent encompass development delivery intensive management training program mid upperlevel enr management relevant officials mot","SDG 12","SDG 12.6"
"P101103","support railway transportacademy million motplans establish training establishment railway academy enrs wardan institute training services rail road river maritime transport","SDG 3","SDG 3.6"
"P101103","sustainability","SDG 12","SDG 12.8"
"P101103","table estimated capacity travel times line section dominimum dosomething scenario","SDG 17","SDG 17.19"
"P101103","table enr investment programfor period source bah egp million forecast forecast forecast forecast forecast forecast forecast forecast forecast forecast permanent signaling station development subtotal infrastructure locomotives passenger coaches freight wagons rolling stock maintenance workshop systems infrastructure total revenues freight business","SDG 17","SDG 17.5"
"P101103","table freight economic operating costs assumptions data prices source enr average rail freight operating cost","SDG 16","SDG 16.10"
"P101103","technical training program million activities subcomponent support development railway academy enr housed wardan institute center training research rail road river maritime transport sectors","SDG 9","SDG 9.5"
"P101103","academy develop training instruments managers staff enr","SDG 7","SDG 7.b"
"P101103","economic loss appraised thee lost income enr passenger trips","SDG 12","SDG 12.3"
